,L1,YEAR,PR,D,F,DOLLARS,L2,OUTLET,UNITS
3695,0,2009,64,48,696,7012.28,4,0,1148
3696,1,2009,178,331,1741,15793.97,10,0,8517
3697,2,2009,3,0,193,2352.43,14,0,437
3698,0,2010,99,90,645,6562.28,4,0,950
3699,1,2010,224,376,2153,18238.63,10,0,9402
3700,2,2010,7,6,175,1979.41,14,0,389
3701,0,2011,70,0,563,6086.97,4,0,759
3702,1,2011,243,359,2282,18820.72,10,0,9915
3703,2,2011,6,0,140,1679.43,14,0,284
3704,0,2007,1,0,7,70.97,4,0,13
3705,1,2007,4,5,26,217.11,10,0,110
3706,2,2007,0,0,4,39.02,14,0,8
3707,0,2008,43,0,583,5188.63,4,0,792
3708,1,2008,306,454,1902,13459.5,10,0,7596
3709,2,2008,0,0,239,3845.83,14,0,617
3710,0,2009,97,62,658,6066.99,4,0,995
3711,1,2009,346,629,2292,18920.0,10,0,9416
3712,2,2009,0,0,222,3413.48,14,0,532
3713,0,2010,129,85,672,6924.69,4,0,982
3714,1,2010,366,601,2288,15752.61,10,0,7920
3715,2,2010,8,9,214,2795.76,14,0,449
3716,0,2011,75,14,635,7863.46,4,0,946
3717,1,2011,173,379,2112,14090.18,10,0,6914
3718,2,2011,7,0,187,2350.98,14,0,385
3719,0,2007,0,0,7,47.09,4,0,8
3720,1,2007,1,9,14,63.08,10,0,38
3721,2,2007,0,0,2,13.58,14,0,2
3722,0,2008,18,0,213,1310.79,4,0,251
3723,1,2008,86,265,844,3944.75,10,0,2593
3724,2,2008,0,0,142,1116.77,14,0,223
3725,0,2009,24,27,224,1652.02,4,0,282
3726,1,2009,181,498,1029,4708.64,10,0,2770
3727,2,2009,1,0,136,1326.24,14,0,226
3728,0,2010,31,30,221,1569.43,4,0,227
3729,1,2010,130,236,995,3870.86,10,0,2082
3730,2,2010,4,3,99,949.73,14,0,153
3731,0,2011,10,0,132,1193.78,4,0,135
3732,1,2011,76,73,673,2696.93,10,0,1348
3733,2,2011,1,0,69,761.92,14,0,123
3734,0,2007,1,0,16,244.05,4,0,35
3735,1,2007,13,23,31,323.46,10,0,180
3736,2,2007,0,0,6,60.48,14,0,12
3737,0,2008,118,0,1217,18772.44,4,0,2834
3738,1,2008,391,439,1831,18626.3,10,0,10873
3739,2,2008,1,0,315,8481.22,14,0,1508
3740,0,2009,110,0,1125,18293.61,4,0,2715
3741,1,2009,181,233,2397,25876.35,10,0,13990
3742,2,2009,0,0,265,7811.06,14,0,1219
3743,0,2010,144,37,1096,17335.72,4,0,2357
3744,1,2010,157,175,2884,25428.93,10,0,13262
3745,2,2010,2,5,242,4809.39,14,0,831
3746,0,2011,110,10,890,16134.75,4,0,1967
3747,1,2011,190,111,2768,25283.45,10,0,12644
3748,2,2011,23,0,226,3546.52,14,0,569
3749,0,2007,1,0,13,110.49,4,0,18
3750,1,2007,11,15,36,287.76,10,0,150
3751,2,2007,0,0,7,107.48,14,0,22
3752,0,2008,91,0,980,12097.54,4,0,1811
3753,1,2008,547,656,2130,19153.29,10,0,10581
3754,2,2008,2,0,299,5491.37,14,0,993
3755,0,2009,113,61,983,13189.84,4,0,1981
3756,1,2009,231,566,2352,20109.84,10,0,9892
3757,2,2009,1,4,269,5634.6,14,0,930
3758,0,2010,136,52,899,11970.59,4,0,1618
3759,1,2010,278,636,2672,20369.27,10,0,9720
3760,2,2010,3,1,254,4045.36,14,0,694
3761,0,2011,58,6,476,6148.38,4,0,687
3762,1,2011,192,495,2192,13728.07,10,0,6430
3763,2,2011,10,0,149,2093.77,14,0,344
3764,0,2007,0,0,2,14.22,4,0,3
3765,1,2007,3,8,21,100.83,10,0,57
3766,0,2008,8,2,197,1236.98,4,0,217
3767,1,2008,72,164,991,5234.35,10,0,3555
3768,2,2008,0,2,90,614.74,14,0,116
3769,0,2009,12,18,203,1424.52,4,0,252
3770,1,2009,99,221,1103,5548.38,10,0,3562
3771,2,2009,5,0,103,865.78,14,0,142
3772,0,2010,13,4,128,792.63,4,0,129
3773,1,2010,95,160,1111,5015.85,10,0,3043
3774,2,2010,2,0,62,451.0,14,0,81
3775,0,2011,19,17,136,970.2,4,0,149
3776,1,2011,74,85,910,4078.23,10,0,2584
3777,2,2011,1,0,38,278.02,14,0,48
3778,0,2007,0,0,6,48.22,4,0,8
3779,1,2007,0,1,11,65.18,15,0,42
3780,2,2007,0,0,6,63.08,14,0,12
3781,0,2008,92,0,778,7416.92,4,0,1073
3782,1,2008,92,109,823,6021.56,10,0,3560
3783,2,2008,2,0,233,3011.95,14,0,565
3784,0,2009,100,22,881,9537.49,4,0,1508
3785,1,2009,165,292,1637,11869.07,10,0,6494
3786,2,2009,1,0,224,3686.33,14,0,641
3787,0,2010,130,40,845,9874.24,4,0,1419
3788,1,2010,176,178,1776,12097.62,10,0,5979
3789,2,2010,3,0,205,2989.18,14,0,532
3790,0,2011,63,14,685,9347.86,4,0,1102
3791,1,2011,116,87,1498,10564.4,10,0,5440
3792,2,2011,8,0,155,2038.33,14,0,337
3793,0,2007,1,0,18,261.67,4,0,43
3794,1,2007,5,3,39,492.55,10,0,298
3795,2,2007,0,0,6,128.14,14,0,26
3796,0,2008,99,0,994,11575.52,4,0,1787
3797,1,2008,253,317,2247,32359.78,10,0,19956
3798,2,2008,2,0,312,11947.96,14,0,1854
3799,0,2009,113,50,906,11386.1,4,0,1835
3800,1,2009,290,614,2668,39656.67,10,0,21994
3801,2,2009,0,0,261,6637.49,14,0,981
3802,0,2010,126,133,821,9885.91,4,0,1365
3803,1,2010,282,686,3257,39228.7,10,0,21656
3804,2,2010,2,12,252,4926.59,14,0,771
3805,0,2011,69,11,722,10210.04,4,0,1166
3806,1,2011,337,604,3267,37649.7,10,0,21559
3807,2,2011,17,0,212,3659.56,14,0,599
3808,0,2007,3,0,12,66.18,4,0,15
3809,1,2007,5,3,21,60.67,10,0,37
3810,0,2008,66,9,321,2019.61,4,0,420
3811,1,2008,147,282,1208,4785.22,10,0,3248
3812,2,2008,3,0,27,147.65,14,0,29
3813,0,2009,106,16,440,2569.36,4,0,476
3814,1,2009,181,270,1218,5250.87,10,0,3205
3815,2,2009,1,0,39,249.44,14,0,48
3816,0,2010,150,19,599,3533.53,4,0,708
3817,1,2010,218,235,1523,5868.41,10,0,3690
3818,2,2010,6,0,47,201.85,14,0,53
3819,0,2011,210,13,807,5172.43,4,0,965
3820,1,2011,263,349,1657,6182.42,10,0,3695
3821,2,2011,15,0,68,302.73,14,0,70
3822,0,2007,3,1,14,174.74,4,0,59
3823,1,2007,3,3,19,64.82,10,0,57
3824,0,2008,116,16,373,4137.49,4,0,937
3825,1,2008,204,325,878,3001.84,10,0,1824
3826,2,2008,4,0,41,191.11,14,0,54
3827,0,2009,107,29,437,4395.2,4,0,946
3828,1,2009,184,320,859,3239.05,10,0,1781
3829,2,2009,1,0,26,134.3,14,0,33
3830,0,2010,211,38,764,7241.84,4,0,1743
3831,1,2010,227,351,1059,3819.44,10,0,2073
3832,2,2010,17,1,62,348.43,14,0,94
3833,0,2011,202,52,858,9018.85,4,0,1628
3834,1,2011,226,256,1090,4217.4,10,0,2237
3835,2,2011,13,1,66,298.11,14,0,77
3836,0,2007,5,0,17,192.93,4,0,63
3837,1,2007,14,2,41,71.11,15,0,44
3838,2,2007,2,0,7,39.6,14,0,35
3839,0,2008,305,2,1213,15742.46,4,0,3863
3840,1,2008,362,177,1450,5166.91,10,0,3153
3841,2,2008,45,0,219,1634.57,14,0,649
3842,0,2009,290,17,1096,14877.45,4,0,3323
3843,1,2009,286,117,1374,4988.59,10,0,2466
3844,2,2009,48,0,195,1520.08,14,0,523
3845,0,2010,293,49,1217,12925.13,4,0,2977
3846,1,2010,329,95,1519,4570.46,10,0,2686
3847,2,2010,48,0,205,1233.82,14,0,430
3848,0,2011,314,6,1266,17523.05,4,0,3337
3849,1,2011,351,109,1540,5039.95,10,0,2830
3850,2,2011,44,0,200,1139.54,14,0,361
3851,0,2009,80,31,401,2801.82,4,0,541
3852,1,2009,121,183,773,3960.8,10,0,2304
3853,2,2009,5,0,37,299.71,14,0,51
3854,0,2010,264,53,1019,6961.41,4,0,1361
3855,1,2010,334,403,1701,9220.59,10,0,4717
3856,2,2010,10,0,75,550.38,14,0,105
3857,0,2011,288,67,1054,7445.44,4,0,1284
3858,1,2011,376,428,1785,8290.69,10,0,4413
3859,2,2011,9,4,74,401.54,14,0,78
3860,0,2007,4,0,16,156.43,4,0,31
3861,1,2007,12,6,38,295.8,10,0,213
3862,2,2007,0,0,3,41.73,14,0,7
3863,0,2008,149,29,786,8632.64,4,0,1701
3864,1,2008,187,344,1369,12268.7,10,0,7445
3865,2,2008,10,0,111,1400.06,14,0,240
3866,0,2009,194,18,895,10751.21,4,0,1829
3867,1,2009,258,512,1622,14121.03,10,0,8250
3868,2,2009,13,0,109,1223.38,14,0,214
3869,0,2010,363,33,1388,14465.14,4,0,2587
3870,1,2010,281,463,1570,13280.39,10,0,7638
3871,2,2010,25,0,144,1492.8,14,0,291
3872,0,2011,376,37,1677,18792.79,4,0,3094
3873,1,2011,300,502,1551,12697.37,10,0,7852
3874,2,2011,34,0,200,1577.28,14,0,314
3875,0,2008,138,1,704,7146.95,4,0,1691
3876,1,2008,233,82,774,1571.03,10,0,1240
3877,2,2008,36,0,150,671.09,14,0,304
3878,0,2009,182,36,773,6980.37,4,0,1559
3879,1,2009,209,132,725,2019.34,10,0,1234
3880,2,2009,46,4,164,588.17,14,0,215
3881,0,2010,201,58,933,8960.4,4,0,2094
3882,1,2010,278,287,928,2463.23,10,0,1427
3883,2,2010,34,4,124,451.7,14,0,170
3884,0,2011,190,5,879,11946.29,4,0,2310
3885,1,2011,295,179,1044,2844.11,10,0,1594
3886,2,2011,22,0,120,470.11,14,0,174
3887,0,2008,67,0,343,2413.44,4,0,542
3888,1,2008,94,183,722,3688.57,10,0,2291
3889,2,2008,7,0,52,400.74,14,0,66
3890,0,2009,112,0,590,4611.84,4,0,941
3891,1,2009,149,66,1110,4939.11,10,0,2901
3892,2,2009,11,0,65,534.56,14,0,99
3893,0,2010,218,4,852,5688.17,4,0,1279
3894,1,2010,163,91,1145,5241.89,10,0,2975
3895,2,2010,10,0,77,477.86,14,0,85
3896,0,2011,251,10,1076,8622.33,4,0,1625
3897,1,2011,237,267,1584,6277.86,10,0,3446
3898,2,2011,21,0,104,545.73,14,0,117
3899,0,2008,126,74,719,10778.11,4,0,2106
3900,1,2008,159,415,924,8119.77,10,0,4534
3901,2,2008,8,0,89,1360.43,14,0,228
3902,0,2009,193,100,1044,17358.3,4,0,3299
3903,1,2009,316,662,1417,12096.76,10,0,6840
3904,2,2009,15,6,137,2012.33,14,0,354
3905,0,2010,340,117,1426,17501.07,4,0,3466
3906,1,2010,412,590,1510,11348.33,10,0,6203
3907,2,2010,29,6,192,2330.56,14,0,428
3908,0,2011,366,25,1659,20437.11,4,0,3458
3909,1,2011,266,398,1747,13334.02,10,0,7200
3910,2,2011,47,0,253,2887.29,14,0,511
3911,0,2008,33,8,140,652.43,4,0,108
3912,1,2008,45,24,206,782.81,10,0,265
3913,2,2008,2,11,23,134.03,14,0,37
3914,0,2009,95,5,426,2837.77,4,0,475
3915,1,2009,215,104,777,2103.06,10,0,1022
3916,2,2009,15,0,74,343.51,14,0,101
3917,0,2010,117,7,552,4095.38,4,0,678
3918,1,2010,273,92,916,2326.18,10,0,1139
3919,2,2010,21,0,93,309.64,14,0,106
3920,0,2011,133,23,521,4344.04,4,0,632
3921,1,2011,315,229,980,2532.7,10,0,1397
3922,2,2011,2,0,25,182.84,14,0,38
3923,0,2008,8,3,31,147.59,4,0,23
3924,1,2008,7,11,107,458.08,10,0,221
3925,2,2008,0,0,5,32.15,14,0,5
3926,0,2009,61,21,296,1586.16,4,0,328
3927,1,2009,152,155,1110,4033.75,10,0,2345
3928,2,2009,1,0,16,95.25,14,0,16
3929,0,2010,98,8,431,2222.79,4,0,481
3930,1,2010,265,394,1355,4575.11,10,0,2568
3931,2,2010,5,0,37,159.58,14,0,37
3932,0,2011,132,18,497,2657.31,4,0,532
3933,1,2011,359,500,1372,4891.22,10,0,2579
3934,2,2011,10,2,42,233.93,14,0,55
3935,0,2009,132,24,642,6502.19,4,0,1272
3936,1,2009,180,444,1178,8448.9,10,0,4963
3937,2,2009,13,0,78,644.27,14,0,139
3938,0,2010,314,31,1162,9304.64,4,0,1968
3939,1,2010,267,450,1478,9277.9,10,0,5648
3940,2,2010,21,0,99,568.13,14,0,151
3941,0,2011,243,22,1035,8304.42,4,0,1498
3942,1,2011,282,474,1327,6400.54,10,0,3834
3943,2,2011,13,2,98,591.85,14,0,136
3944,0,2010,96,26,402,2165.76,4,0,520
3945,1,2010,124,151,690,2939.91,10,0,1660
3946,2,2010,8,0,36,151.23,14,0,45
3947,0,2011,177,34,701,4649.78,4,0,779
3948,1,2011,278,427,1372,5777.99,10,0,3544
3949,2,2011,6,0,65,305.05,14,0,83
3950,0,2010,100,5,423,3020.23,4,0,639
3951,1,2010,90,89,426,1146.4,10,0,664
3952,2,2010,6,0,24,103.22,14,0,30
3953,0,2011,209,7,795,5960.61,4,0,1102
3954,1,2011,201,89,867,2518.46,10,0,1311
3955,2,2011,11,0,49,236.24,14,0,69
3956,0,2007,8,0,23,209.16,4,0,53
3957,1,2007,17,10,59,169.55,10,0,92
3958,2,2007,1,0,7,36.71,14,0,24
3959,0,2008,307,0,1382,12687.13,4,0,2645
3960,1,2008,421,767,1720,11073.55,10,0,7207
3961,2,2008,54,0,233,1222.43,14,0,399
3962,0,2009,284,38,1308,11585.06,4,0,2227
3963,1,2009,362,655,1794,13900.88,10,0,8391
3964,2,2009,65,4,222,1008.07,14,0,323
3965,0,2010,320,23,1537,12640.05,4,0,2584
3966,1,2010,408,614,2005,15070.19,10,0,9613
3967,2,2010,55,0,220,994.03,14,0,326
3968,0,2011,330,16,1471,14165.97,4,0,2380
3969,1,2011,462,864,2442,18490.78,10,0,11651
3970,2,2011,60,0,227,1021.4,14,0,305
3971,0,2007,2,2,10,125.99,4,0,35
3972,1,2007,8,11,28,74.46,10,0,63
3973,2,2007,0,0,2,6.74,14,0,2
3974,0,2008,89,128,323,3338.94,4,0,718
3975,1,2008,340,493,1080,4951.86,10,0,2705
3976,2,2008,4,0,45,208.01,14,0,53
3977,0,2009,16,7,46,350.46,4,0,64
3978,1,2009,38,48,142,657.94,10,0,395
3979,2,2009,3,0,17,78.45,14,0,26
3980,0,2007,1,0,13,58.59,6,0,11
3981,1,2007,6,4,33,302.59,12,0,123
3982,2,2007,2,0,6,13.65,14,0,5
3983,0,2008,231,15,1027,8432.02,4,0,1343
3984,1,2008,410,225,1488,11064.97,10,0,5905
3985,2,2008,50,35,196,814.09,14,0,257
3986,0,2009,251,16,904,6598.9,4,0,1125
3987,1,2009,462,393,1828,10958.4,10,0,5351
3988,2,2009,42,20,119,632.03,14,0,180
3989,0,2010,275,27,953,6898.36,4,0,1291
3990,1,2010,486,356,1783,8587.58,10,0,4187
3991,2,2010,42,2,178,616.23,14,0,202
3992,0,2011,242,47,833,6388.32,4,0,1127
3993,1,2011,624,516,1803,9141.1,10,0,4610
3994,2,2011,41,1,119,504.3,14,0,137
3995,0,2007,9,0,40,155.96,4,0,24
3996,1,2007,5,4,28,189.58,10,0,91
3997,2,2007,0,0,1,4.79,14,0,1
3998,0,2008,296,74,1380,11188.58,4,0,1936
3999,1,2008,474,646,1874,11079.82,10,0,5416
4000,2,2008,14,0,81,701.41,14,0,116
4001,0,2009,258,66,1109,9728.46,4,0,1666
4002,1,2009,479,627,1810,10071.29,10,0,5049
4003,2,2009,12,0,67,504.03,14,0,97
4004,0,2010,267,33,1144,8089.28,4,0,1540
4005,1,2010,475,640,2231,10226.36,10,0,5286
4006,2,2010,14,0,99,482.12,14,0,110
4007,0,2011,300,21,1137,8861.1,4,0,1642
4008,1,2011,446,637,2157,10683.96,10,0,5245
4009,2,2011,13,0,89,448.79,14,0,100
4010,0,2007,5,2,20,81.69,4,0,14
4011,1,2007,10,3,34,89.07,8,0,69
4012,2,2007,2,0,6,29.9,14,0,10
4013,0,2008,224,19,924,7286.18,4,0,1226
4014,1,2008,216,56,978,3663.32,10,0,2015
4015,2,2008,43,6,141,750.02,14,0,237
4016,0,2009,227,35,781,6905.15,4,0,1229
4017,1,2009,188,132,809,3632.27,10,0,2008
4018,2,2009,31,6,121,712.72,14,0,196
4019,0,2010,218,79,842,8129.78,4,0,1415
4020,1,2010,186,76,857,3131.68,10,0,1738
4021,2,2010,29,3,131,613.67,14,0,173
4022,0,2011,195,119,729,6436.27,4,0,968
4023,1,2011,261,80,1009,3035.24,10,0,1808
4024,2,2011,15,1,80,332.89,14,0,86
4025,0,2009,138,12,506,2524.42,4,0,480
4026,1,2009,167,201,794,2323.86,10,0,1675
4027,2,2009,23,2,105,512.71,14,0,155
4028,0,2010,237,139,846,4868.81,4,0,906
4029,1,2010,357,382,1324,4337.9,10,0,3199
4030,2,2010,55,1,208,953.27,14,0,288
4031,0,2011,195,135,683,4215.21,4,0,749
4032,1,2011,522,477,1529,4975.65,10,0,3792
4033,2,2011,48,2,100,514.14,14,0,141
4034,0,2007,6,2,18,111.42,4,0,24
4035,1,2007,8,6,23,47.34,0,0,39
4036,2,2007,2,1,5,20.63,14,0,7
4037,0,2008,217,115,913,6538.53,4,0,1160
4038,1,2008,377,423,1300,4209.86,10,0,2918
4039,2,2008,36,22,139,492.55,14,0,158
4040,0,2009,190,109,764,4255.68,4,0,838
4041,1,2009,332,487,1222,3670.43,10,0,2260
4042,2,2009,27,7,96,360.44,14,0,110
4043,0,2010,183,106,724,4487.8,4,0,880
4044,1,2010,338,524,1229,3634.23,10,0,2127
4045,2,2010,26,0,99,392.67,14,0,121
4046,0,2011,178,58,672,3782.26,4,0,653
4047,1,2011,330,473,1066,2918.25,10,0,1789
4048,2,2011,13,1,51,170.47,14,0,52
4049,0,2007,3,1,12,59.74,4,0,8
4050,1,2007,11,3,28,33.19,10,0,26
4051,2,2007,2,0,4,20.93,14,0,7
4052,0,2008,184,162,694,4394.8,4,0,890
4053,1,2008,356,210,1328,3101.06,10,0,1962
4054,2,2008,40,32,170,869.26,14,0,289
4055,0,2009,83,87,284,1740.46,4,0,327
4056,1,2009,197,140,664,1717.15,10,0,1034
4057,2,2009,17,16,83,466.87,14,0,148
4058,0,2007,8,5,26,227.62,4,0,59
4059,1,2007,13,8,46,174.73,10,0,111
4060,2,2007,2,0,8,37.58,14,0,12
4061,0,2008,258,135,1080,10371.21,4,0,1971
4062,1,2008,378,393,1670,9166.2,10,0,6245
4063,2,2008,49,0,191,1076.2,14,0,337
4064,0,2009,270,103,973,8350.48,4,0,1528
4065,1,2009,354,419,1605,9438.7,10,0,6153
4066,2,2009,36,7,143,901.78,14,0,259
4067,0,2010,233,68,988,8580.3,4,0,1511
4068,1,2010,436,458,1746,9413.75,10,0,6044
4069,2,2010,53,13,180,974.86,14,0,288
4070,0,2011,212,30,892,8339.62,4,0,1342
4071,1,2011,425,411,1610,9181.67,10,0,6120
4072,2,2011,32,3,125,595.71,14,0,159
4073,0,2007,4,0,14,88.49,4,0,15
4074,1,2007,3,2,21,45.34,10,0,31
4075,2,2007,2,0,5,18.95,14,0,5
4076,0,2008,187,10,862,6152.5,4,0,1132
4077,1,2008,224,24,909,2418.13,10,0,1404
4078,2,2008,35,0,143,593.24,14,0,193
4079,0,2009,196,42,826,5469.53,4,0,1004
4080,1,2009,192,86,932,2911.04,10,0,1510
4081,2,2009,30,0,131,540.9,14,0,166
4082,0,2010,239,27,935,6675.75,4,0,1195
4083,1,2010,256,105,1089,3188.24,10,0,1654
4084,2,2010,32,0,141,486.19,14,0,165
4085,0,2011,229,29,800,6693.98,4,0,1079
4086,1,2011,370,128,1094,3134.93,10,0,1585
4087,2,2011,28,4,91,316.78,14,0,95
4088,0,2007,1,0,10,48.42,4,0,8
4089,1,2007,9,6,23,55.73,10,0,38
4090,2,2007,1,0,2,15.95,14,0,5
4091,0,2008,135,6,666,3410.93,4,0,603
4092,1,2008,349,376,1152,3626.05,10,0,2048
4093,2,2008,36,0,124,492.22,14,0,150
4094,0,2009,179,4,696,3294.95,4,0,618
4095,1,2009,349,466,1091,4290.23,10,0,2465
4096,2,2009,27,0,118,502.28,14,0,147
4097,0,2010,166,80,629,3766.94,4,0,689
4098,1,2010,344,452,1096,3842.43,10,0,2072
4099,2,2010,25,0,114,405.15,14,0,125
4100,0,2011,188,151,679,4759.57,4,0,764
4101,1,2011,435,633,1384,5018.87,10,0,2590
4102,2,2011,32,2,85,271.11,14,0,82
4103,0,2007,1,0,3,5.99,4,0,1
4104,1,2007,4,1,11,30.35,8,0,29
4105,2,2007,1,0,1,2.99,14,0,1
4106,0,2008,59,36,253,1194.3,4,0,221
4107,1,2008,115,98,327,667.66,10,0,316
4108,2,2008,10,0,31,95.35,14,0,29
4109,0,2009,53,41,194,878.22,4,0,157
4110,1,2009,110,103,287,691.63,10,0,338
4111,2,2009,5,0,33,106.66,14,0,32
4112,0,2010,83,66,277,1344.82,4,0,233
4113,1,2010,122,110,351,660.2,10,0,361
4114,2,2010,4,2,25,86.06,14,0,24
4115,0,2011,52,32,205,1233.82,4,0,181
4116,1,2011,99,99,290,577.44,10,0,342
4117,2,2011,3,1,17,50.5,14,0,15
4118,0,2007,2,0,11,97.65,4,0,15
4119,1,2007,8,5,35,71.39,10,0,35
4120,2,2007,1,0,3,35.08,14,0,12
4121,0,2008,128,5,613,2851.15,4,0,534
4122,1,2008,348,319,1414,3652.68,10,0,2495
4123,2,2008,35,0,115,423.58,14,0,134
4124,0,2009,139,6,576,2909.76,4,0,542
4125,1,2009,379,481,1418,3821.46,10,0,2275
4126,2,2009,30,0,121,465.1,14,0,144
4127,0,2010,180,112,678,4275.89,4,0,746
4128,1,2010,453,470,1340,3749.0,10,0,2280
4129,2,2010,21,6,124,476.18,14,0,139
4130,0,2011,143,54,583,4163.54,4,0,612
4131,1,2011,482,510,1409,4085.67,10,0,2395
4132,2,2011,19,0,84,383.97,14,0,104
4133,0,2007,3,3,10,76.0,4,0,10
4134,1,2007,14,12,45,164.51,10,0,79
4135,2,2007,1,1,2,11.66,14,0,4
4136,0,2008,171,98,702,4038.01,4,0,717
4137,1,2008,379,525,1355,3496.96,10,0,2472
4138,2,2008,29,4,141,465.1,14,0,162
4139,0,2009,170,29,643,3399.89,4,0,604
4140,1,2009,419,591,1391,3809.42,10,0,2504
4141,2,2009,36,12,130,530.99,14,0,161
4142,0,2010,166,71,724,4233.61,4,0,747
4143,1,2010,435,597,1383,3836.81,10,0,2567
4144,2,2010,28,0,120,435.84,14,0,138
4145,0,2011,121,63,514,3460.8,4,0,526
4146,1,2011,414,691,1277,3749.74,10,0,2424
4147,2,2011,23,1,63,280.23,14,0,72
4148,0,2007,0,0,2,21.08,4,0,2
4149,1,2007,8,2,25,34.3,10,0,20
4150,0,2008,109,4,531,2604.56,4,0,520
4151,1,2008,244,190,762,1579.4,10,0,954
4152,2,2008,23,12,73,214.76,14,0,75
4153,0,2009,117,20,440,1935.15,4,0,385
4154,1,2009,185,148,594,1929.86,10,0,968
4155,2,2009,15,22,52,180.9,14,0,55
4156,0,2010,132,23,504,2409.36,4,0,454
4157,1,2010,169,139,601,1502.56,10,0,861
4158,2,2010,31,18,92,272.76,14,0,83
4159,0,2011,103,22,424,2543.49,4,0,410
4160,1,2011,186,110,665,1502.66,10,0,867
4161,2,2011,8,0,37,160.53,14,0,42
4162,0,2007,5,0,21,141.54,4,0,26
4163,1,2007,8,3,15,26.18,8,0,14
4164,2,2007,2,0,6,17.14,14,0,6
4165,0,2008,205,5,880,5990.68,4,0,1120
4166,1,2008,224,67,845,2210.07,10,0,1152
4167,2,2008,40,0,160,694.02,14,0,229
4168,0,2009,198,15,842,6400.18,4,0,1161
4169,1,2009,253,174,873,2830.75,10,0,1284
4170,2,2009,31,0,145,683.88,14,0,217
4171,0,2010,211,20,866,7406.35,4,0,1316
4172,1,2010,234,116,926,2710.62,10,0,1245
4173,2,2010,31,0,160,599.82,14,0,191
4174,0,2011,169,39,670,5992.27,4,0,909
4175,1,2011,231,116,934,2732.02,10,0,1290
4176,2,2011,17,0,71,301.24,14,0,80
4177,0,2007,5,0,18,90.98,4,0,20
4178,1,2007,10,5,50,101.11,10,0,101
4179,2,2007,1,0,5,29.4,14,0,10
4180,0,2008,10,8,57,291.6,4,0,57
4181,1,2008,13,6,46,204.14,10,0,128
4182,2,2008,2,0,11,33.43,14,0,12
4183,0,2007,1,0,3,2.5,4,0,1
4184,1,2007,5,1,15,13.61,10,0,9
4185,0,2008,74,4,293,1146.31,4,0,253
4186,1,2008,129,95,401,672.93,10,0,385
4187,2,2008,7,0,22,81.74,14,0,25
4188,0,2009,68,4,219,764.83,4,0,172
4189,1,2009,120,100,326,551.07,10,0,322
4190,2,2009,0,0,6,39.95,14,0,11
4191,0,2010,86,44,358,1888.3,4,0,371
4192,1,2010,107,24,404,737.27,10,0,449
4193,2,2010,7,0,22,64.68,14,0,19
4194,0,2011,72,36,295,1751.4,4,0,287
4195,1,2011,117,32,459,983.67,10,0,607
4196,2,2011,2,0,15,36.19,14,0,11
4197,0,2007,4,0,17,54.03,4,0,9
4198,1,2007,11,9,36,60.79,10,0,48
4199,2,2007,1,1,2,11.66,14,0,4
4200,0,2008,112,62,590,2644.11,4,0,425
4201,1,2008,501,607,1663,5423.46,10,0,3443
4202,2,2008,19,2,95,395.76,14,0,103
4203,0,2009,104,2,515,2504.59,4,0,436
4204,1,2009,338,377,1632,5935.25,10,0,3412
4205,2,2009,29,0,111,486.29,14,0,132
4206,0,2010,79,8,349,1604.79,4,0,279
4207,1,2010,294,460,1154,3607.11,10,0,2027
4208,2,2010,17,0,85,279.56,14,0,73
4209,0,2008,153,3,694,3451.38,4,0,679
4210,1,2008,222,90,1012,2481.12,10,0,1426
4211,2,2008,28,9,109,341.5,14,0,115
4212,0,2009,163,25,680,3742.1,4,0,727
4213,1,2009,237,126,916,2881.71,10,0,1448
4214,2,2009,21,3,99,403.29,14,0,122
4215,0,2010,179,30,743,4041.02,4,0,743
4216,1,2010,219,82,938,2428.23,10,0,1204
4217,2,2010,28,0,124,387.94,14,0,114
4218,0,2011,149,25,635,4241.71,4,0,683
4219,1,2011,230,102,821,2224.89,10,0,1060
4220,2,2011,16,0,54,189.67,14,0,53
4221,0,2007,6,10,23,132.73,4,0,24
4222,1,2007,11,10,21,92.42,10,0,45
4223,2,2007,2,2,4,29.1,14,0,10
4224,0,2008,238,365,1058,8390.65,4,0,1617
4225,1,2008,349,392,1206,4325.99,10,0,2799
4226,2,2008,45,36,169,989.62,14,0,307
4227,0,2009,186,43,739,6053.52,4,0,1141
4228,1,2009,293,310,1230,4463.79,10,0,2594
4229,2,2009,31,0,125,625.05,14,0,184
4230,0,2010,199,42,802,6346.17,4,0,1138
4231,1,2010,342,343,1241,4110.62,10,0,2301
4232,2,2010,46,0,147,530.83,14,0,179
4233,0,2011,168,111,769,5480.61,4,0,831
4234,1,2011,452,397,1415,4735.93,10,0,2532
4235,2,2011,31,0,89,343.6,14,0,100
4236,0,2007,5,0,18,75.19,4,0,18
4237,1,2007,11,8,39,69.86,10,0,63
4238,2,2007,2,0,4,17.94,14,0,6
4239,0,2008,88,11,482,2430.4,4,0,445
4240,1,2008,222,294,991,2723.64,10,0,2297
4241,2,2008,15,0,72,301.89,14,0,95
4242,0,2007,3,0,17,114.46,4,0,21
4243,1,2007,12,14,37,76.4,10,0,51
4244,2,2007,2,2,6,29.9,14,0,10
4245,0,2008,248,88,1147,9263.46,4,0,1702
4246,1,2008,468,411,1433,5312.8,10,0,3061
4247,2,2008,49,45,181,809.2,14,0,245
